student_id,age,gender,socioeconomic_status,commute_distance,attendance_rate,previous_grades,current_gpa,financial_aid,part_time_job,extracurricular_activities,next_semester_dropout
27,21,Male,High,7.5575897869849635,83.08336298145946,56.14969425949775,3.145966931587407,0,0,1,0
28,19,Male,Low,31.84832714769509,57.06117716865747,51.91789683171215,1.8044296888357625,0,0,0,1
29,23,Male,Medium,3.6622697063222875,78.54387084197381,87.0032331997503,1.947005443492198,0,0,1,1
30,22,Male,Low,37.6836164721838,59.263517769166185,94.55516166621955,1.3757536932886238,0,0,1,1
31,21,Male,Medium,16.561752967794718,63.93215315575182,62.2139311410746,2.966529915538338,1,1,0,0
32,18,Male,Low,1.0065999572197808,60.93549001617916,85.07673546242602,1.1193913820069576,0,0,0,1
33,18,Male,Medium,26.04532782262426,59.14188899344086,93.81971736186466,2.793047006570377,0,0,0,0
34,20,Male,Low,3.295743517852553,91.28554757803334,90.7674526318139,3.6090876545549015,0,0,1,0
35,20,Male,High,14.532308333224075,64.28537838304452,50.96880331235356,3.6724964448689006,0,0,0,0
36,24,Female,Low,35.641847885330094,96.35618909322247,97.37751289080168,2.347113281109885,1,0,1,0
37,19,Female,Medium,4.071791459471427,98.49632626725955,62.600586425767744,2.377911064639221,0,0,1,0
38,21,Male,High,42.12758612544411,78.56302349685487,60.35443967043018,1.2309075490240522,1,0,0,1
39,21,Female,Medium,1.1871762102705723,57.15005613328632,43.74587963666682,3.0122950763291074,1,0,1,0
40,24,Female,Medium,13.09436959089321,68.72741216897907,69.17041924629298,3.4637782611185366,0,1,1,0
41,23,Male,Medium,37.3042987514515,89.8866131674107,46.54081693845572,1.7339651638141391,0,0,0,0
42,23,Female,Medium,16.497237336736035,68.36953643485353,54.91238925564556,2.263902644900094,0,0,0,0
43,24,Female,Medium,5.992727015234663,54.350860915139435,59.01655730603689,3.516518010295811,1,0,1,0
44,23,Male,High,18.651462021220965,77.8392455464094,88.52957940950104,3.631361402986864,0,0,1,0
45,20,Male,Medium,14.249271032841751,92.25604257480174,92.5293190237538,1.729539940792678,0,1,0,1
46,21,Female,Medium,42.29288320586719,89.79631935717512,58.14797904768818,2.6517119036240926,0,1,0,1
47,24,Female,Medium,16.354047961672013,58.75615700651766,91.52188727467444,1.577479451907481,1,0,0,1
48,21,Male,Medium,39.657691117024356,83.63823072062334,91.43385624218746,1.3056362924186695,0,1,1,1
49,18,Male,Low,44.701735095726,61.025213171782354,85.87905702309241,3.7333615041758725,0,0,0,0
50,20,Male,Medium,22.257053559249947,60.91037672760861,48.801706840910896,3.4615225126963276,0,0,1,0
51,22,Female,High,45.58721404886521,93.70358866525926,81.41937081404373,3.2801047054095216,0,0,1,0
52,20,Female,Low,19.48858464419645,62.48344763701151,96.70144387483413,1.1462989564394213,1,0,0,1
53,24,Male,Medium,48.2398424080153,63.16236732590056,80.95242872602942,3.5311863781307724,0,0,1,0
54,22,Male,Low,5.375186701753074,50.03266953806498,59.89701094647003,2.314132227716151,1,1,0,1
55,18,Female,Medium,34.66394405865889,93.53345170627588,70.03475904584988,2.027185369887579,1,0,1,0
56,24,Male,Low,25.196887982389505,89.62974066045673,78.74350260106323,2.6394290830761293,0,1,0,0
57,19,Male,Medium,19.994791467326706,81.3664467545339,70.63422452371022,1.2740597281706676,1,1,1,1
58,21,Female,Medium,32.00288205868144,87.51328819694211,47.19717650385819,3.2699396480571963,0,0,1,0
59,18,Female,Medium,35.48899749008223,57.60242837122459,58.72384267912124,2.7473052306648875,0,0,0,0
60,21,Female,Medium,1.2138002128651453,72.91617972937877,88.14376183321795,1.5597702906195026,1,0,0,0
61,23,Female,Medium,9.180701348612738,67.56096936743904,91.68508276573104,1.564696599307137,0,1,0,1
62,19,Male,High,35.939256481081614,54.68882631285082,48.23800196293421,1.5527459547180227,1,0,0,0
63,19,Male,Low,33.65288526533212,74.3065242607462,97.14320514392347,1.171007162655802,0,0,1,1
64,18,Female,Medium,48.336327751305184,96.03698251713178,59.72935707091656,2.763395348115054,1,0,1,0
65,19,Male,Low,38.290851722288366,52.00295595253473,79.7388243238432,3.5210445327655244,0,0,0,1
66,22,Male,High,47.58786267883556,64.5730456746897,85.10950875740087,1.052494641962166,0,0,1,1
67,19,Male,High,35.42448457520554,60.37704681028517,88.716774078273,1.1470139349138206,0,0,1,1
68,21,Male,Medium,15.604558223332715,61.907332683284814,96.74498213355581,2.7183108300608376,1,0,1,0
69,21,Male,High,6.162881190291968,95.42172759396877,58.77517288172936,3.458487056158157,1,0,0,0
70,24,Male,Medium,39.309369303901846,73.40345271171451,91.51038727309327,1.9802166717059007,0,0,0,0
71,21,Male,Medium,32.563311852319885,73.31497064699094,47.901214206172426,2.0488431964231664,1,0,0,0
72,24,Male,Low,3.3611146072715155,88.02878212276411,82.30245438121557,2.789039492490328,0,0,1,0
73,21,Female,Medium,18.642472829147938,57.72461020024629,84.51866377083915,1.8226386673724408,0,0,0,1
74,22,Female,Low,47.88319095873002,74.36326770500254,80.66339447207923,1.0798250982330524,1,0,0,1
75,24,Female,High,25.51965613979986,71.49926070605298,55.13888416810918,3.205685554304788,1,0,0,0
76,20,Female,Medium,22.203727664965527,79.8455345273328,92.3825888209122,2.8769497388243592,1,0,1,0
77,23,Female,Medium,23.427280652805404,99.97788516252193,50.1315078022237,2.7422679971669774,1,0,0,0
78,18,Male,Low,11.235253476253023,88.47244470410234,43.21808749124985,3.2250523869754693,0,0,0,0
79,21,Female,Medium,19.066651372374967,69.89328515087136,83.04789943671473,3.0256925126861125,1,0,0,0
80,19,Female,Low,19.120849543371655,91.37765261370234,68.52854291396402,1.6176459645349635,0,0,0,1
81,21,Female,Medium,3.5653959891861478,58.53541816562401,90.94588119752056,2.0574431408300535,0,1,1,1
82,19,Male,Low,38.61081379737799,51.523184315448006,63.00382846349554,1.378330425035875,0,1,0,1
83,23,Male,High,21.40871716329007,60.222418623213656,50.09671531046277,1.3895710402536432,0,1,0,1
84,23,Male,Medium,41.28681445400474,67.02057780571297,90.18653154819219,3.028587239069618,0,1,1,1
85,23,Male,Medium,42.66705205487487,75.529037872978,72.9345778984043,3.5758003209474944,0,0,0,0
86,19,Female,Medium,11.387708680234246,80.75645702706,51.3517475434213,3.888197751583417,0,0,0,0
87,21,Female,Medium,33.2103206263363,95.53028586072108,83.22303991518675,2.885041352648333,0,0,1,0
88,23,Male,Medium,24.141808403986104,75.49270047752289,70.66681830937003,1.552303970082871,0,0,0,1
89,22,Other,Medium,44.12768015815277,75.06378223128647,76.25877893441918,1.3169510363467922,0,0,0,1
90,24,Female,High,11.571293279646252,52.51215049114911,67.65390029239491,3.4385529146102733,0,1,0,0
91,19,Male,Medium,34.212846815192165,51.74557763281119,89.72253902908038,2.736269429079998,1,0,0,0
92,19,Male,High,30.779853990383405,77.5579980958186,89.77376294098299,2.8548550630411595,1,0,1,0
93,21,Male,High,15.469772401019807,71.90893066241722,82.56332930946317,3.3443862662641277,1,0,1,0
94,19,Male,Low,7.693444278907458,91.95901974901493,46.32408264378773,3.109831683197355,0,0,1,0
95,19,Male,High,32.93034826338655,58.033979235592255,90.33123171424413,3.50337475856829,1,0,0,0
96,23,Male,Low,37.191275448484205,51.24858310585248,80.26077883197459,1.1686417163796354,0,1,0,1
97,21,Male,High,16.465739844404148,72.45193839650629,81.82144996025798,3.2425619102395142,0,0,1,0
98,23,Male,Medium,32.59679759709337,61.873927837612875,61.7789704242323,3.5525582719662863,0,1,1,0
99,24,Female,High,20.36141447296366,52.480718666941875,92.7567733694204,1.858405127374943,1,0,0,0
100,24,Male,High,35.94713728084827,86.22991434238145,83.52229601409144,2.9213418219797584,0,1,0,0
101,23,Female,High,10.761548469808602,55.579649997862376,46.75542799175167,1.9424861915109162,0,0,0,0
102,24,Male,Medium,44.620535129172545,80.41597500038858,64.46668206436976,3.873913199447362,0,0,0,0
103,21,Other,Medium,15.083070226813406,64.05248750834446,93.1828217176085,1.1002707173065112,1,0,0,1
104,18,Male,Low,19.021513400051493,58.674802517751104,42.83180210184274,2.7393785314988652,1,1,0,1
105,23,Male,Medium,3.8465056519371394,68.98757614596587,97.68499717852296,1.4995106411485453,0,1,1,1
106,22,Other,Low,6.464098403742543,90.07228881114769,80.74975409917377,3.136660615531476,0,0,1,0
107,22,Female,Medium,26.277233232904077,69.60467884522863,77.88255865860259,1.5276708502559861,0,0,0,1
108,19,Female,Medium,14.112041159670603,87.53848246055279,56.23355538927949,1.7061497856950727,1,1,0,1
109,24,Male,High,41.93853106136753,56.27431483995753,54.92750732435063,2.4831124331372743,0,0,1,1
110,22,Male,Medium,1.7199760440927383,88.63857098325396,96.52349316931573,3.7445048499906344,1,0,0,0
111,19,Female,High,19.575608384924873,61.84666624533243,57.89634725404736,1.6351431164439125,0,0,1,1
112,18,Female,Low,17.52993179168554,83.86965649444363,86.53031780313997,1.4327200633543105,1,0,0,0
113,21,Female,High,1.9470539149624506,78.28907774204981,63.58730789242475,3.276930495562092,0,1,1,0
114,21,Female,High,7.094051551025001,96.45723586058438,48.35524424708224,2.501858597001793,0,1,0,1
115,21,Male,Medium,21.268491071013127,69.3661258987657,40.642917861721536,3.735355337145314,0,0,0,0
116,22,Female,Medium,25.150364637924884,53.30825944172202,72.65544022091504,1.4398436714795269,0,0,0,1
117,18,Male,Medium,20.810197615488587,50.95777427756264,98.54672911293596,2.937783679069118,0,1,0,0
118,22,Male,Low,27.015946242192598,91.34292804863765,62.14817162855227,1.698637438455445,1,0,0,0
119,24,Male,Medium,30.161452070378395,76.23678188307161,61.431540039582686,1.470281285954918,0,1,1,1
120,22,Female,Medium,1.4862672352639459,88.76220259174747,60.64549707096653,3.0502882454718114,1,0,0,0
121,18,Male,Low,23.74066281322169,61.72128000057573,71.2326302382915,2.7810538597261996,1,0,0,0
122,18,Male,Medium,48.21146280349183,67.25418727566168,66.4398930054576,3.2644823750869936,0,1,1,0
123,24,Female,Low,26.432581726347887,51.50519361056595,92.79487760362088,1.9283877293385472,1,0,1,0
124,18,Male,Low,34.19957110548871,98.07461622870561,70.33124750340941,2.34391496914657,1,0,1,0
125,18,Female,Low,16.28132903792728,83.39339533504068,70.46547029131412,2.216415028991255,0,0,1,0
126,21,Male,High,38.925577529485366,96.66025438796531,48.302295683233396,3.9522683918995427,1,0,0,0
127,24,Female,Medium,38.87315261192964,63.274820371453615,98.96437245462316,1.8767468702181636,0,0,1,1
128,20,Female,High,26.543506335052808,80.57318056128304,54.99837345212978,1.8844517150403006,0,1,1,1
129,20,Male,Medium,48.82467734068147,83.92499841463189,44.40184404757616,2.0636446264858224,1,1,1,1
130,18,Male,Medium,7.151960523370016,65.87748501287942,79.78877493851252,2.6937822438709644,0,0,0,0
131,20,Male,Medium,1.8304355795894687,92.40546175078151,75.72198220941236,1.7569682327912357,0,0,0,0
132,20,Male,Medium,38.7377523760977,97.35807314501238,64.90873923956474,3.7458698211378216,0,0,0,0
133,18,Other,Low,40.550621330879245,94.24275588480022,65.33153403284068,1.7970566945987905,1,0,1,0
134,20,Male,Medium,6.890154226908236,86.95334879696863,87.10383526278588,3.6874471946805842,1,0,1,0
135,22,Female,Low,14.013558814971697,63.8732339862477,51.74275840597895,1.310425190939754,0,1,1,1
136,19,Male,Medium,1.8600658049648167,64.08080210528159,89.21519913669339,2.969688107198957,1,0,0,0
137,24,Female,Medium,15.37212192824767,98.1680160223019,78.92482683370109,3.7209565553147312,1,1,1,0
138,19,Female,Low,38.88395182201491,50.5142247967846,65.13818642677145,1.5062483151946886,0,0,1,1
139,18,Female,Low,26.380065857916367,85.80249866210723,67.48171699503212,3.904980880297765,0,0,0,0
140,21,Male,Medium,18.056684065246117,85.31230812776312,55.398832431165744,2.358650081246535,1,0,1,0
141,24,Male,Medium,19.215225450410184,81.13447704748987,85.1268599618185,3.8371453253230734,1,0,0,0
142,18,Male,Low,1.0663276600579397,99.50544230434329,70.77248453831606,3.030460130890141,1,0,1,0
143,21,Female,High,15.690225850696558,65.59397178818627,59.251272564990614,1.9047606096206546,0,1,1,1
144,19,Female,Low,32.6764783402586,66.99859318966242,75.76300694565701,1.5649075747513193,0,0,1,1
145,18,Other,Medium,48.7355277470015,53.946970147327775,99.74406712307939,1.9112051386752982,0,1,1,1
146,24,Male,High,42.505980522211075,72.13990682718688,66.11573677939323,1.279052227788025,0,0,1,1
147,24,Female,Low,2.156153267630927,63.05242631174241,95.24148404671718,1.4316038990299893,0,1,0,1
148,23,Female,Low,45.02946962906713,67.16933510888221,60.701010395473965,1.3139813210394435,1,0,0,1
149,22,Male,Low,39.37672225163267,91.72858951278138,43.283962415499154,2.2688306312246733,0,1,1,1
150,20,Male,Medium,39.23843005497804,96.77422567637478,52.25452638210573,3.3867351287727594,1,0,0,0
151,21,Female,Low,23.441792191175004,59.286653600259285,65.12170859966105,1.4241506626490206,0,1,0,1
152,23,Female,Medium,20.502259354770636,68.6254465776733,53.17809571567414,1.3909612995170075,0,1,1,1
153,20,Female,Low,15.84287071282644,96.4315281057697,40.01362229309533,2.9302868485519924,0,0,1,0
154,20,Male,Medium,4.219048088763923,53.09042303446113,94.90009226485164,1.591548945904199,0,0,0,1
155,18,Female,High,12.183532811191256,54.618026405568926,90.63276467385575,1.292830114326975,0,0,0,1
156,20,Male,High,13.083578113923206,58.13954946031147,84.53753388921683,1.500545734616733,1,1,0,1
157,22,Male,Medium,24.719776415799878,79.76064170634373,50.06887573876172,3.7711941876303285,1,0,0,0
158,24,Male,Medium,37.624775923238005,57.52361355029987,47.221814572599165,3.4644137583285723,0,0,0,0
159,23,Female,Medium,24.216681591499384,98.40381907253668,44.05628496834299,2.062193687065282,0,0,1,0
160,20,Female,Medium,3.8343780229108697,72.33572636292601,83.44175132637528,2.967462301982178,1,0,0,0
161,18,Female,Medium,47.93170024842199,75.07589801750832,95.72847764127312,2.6118270210041143,0,1,0,1
162,22,Male,Low,47.1934916356115,62.332930790270325,65.83214925478222,3.031372790447692,0,0,0,0
163,19,Female,High,39.47428761427201,73.54801262173667,47.14844031976289,3.048013457388278,0,0,1,0
164,24,Male,Medium,49.575067176646805,83.09568163185057,70.7435692439264,2.886202045179979,1,1,0,0
165,24,Female,Low,27.679634307212883,87.55885684770215,60.92991444751781,1.7983041056119258,0,0,0,0
166,23,Male,Medium,48.1756491624071,87.69340413549565,62.48949546099986,1.1170192622884545,0,0,0,1
167,24,Male,Medium,4.7046469902207875,78.89455563470442,77.27983744934244,2.3667003459703264,1,0,1,0
168,20,Male,High,18.918356664807195,95.21798874969286,83.12308679573215,3.6729216540721117,0,0,1,0
169,18,Male,Medium,12.043682132331526,90.87039236530546,46.63621593238965,2.7084917755557276,0,0,0,0
170,24,Female,Medium,10.595821122579231,87.85240573493127,42.13541384838858,3.4971731251057236,0,1,0,0
171,24,Female,Low,7.899344495741128,52.78027608402303,99.6598181611429,3.9748730288836844,1,0,0,0
172,19,Male,Medium,31.498268436733838,50.343898110982465,53.96370093493311,1.4908486124148288,0,0,1,1
173,19,Female,Medium,39.28477093161795,60.62236385977365,43.22983149450754,3.075332917425947,1,0,1,0
174,21,Male,Low,29.33662157159767,83.17617969567262,51.392519745755195,3.0228807211000737,1,0,0,0
175,22,Female,Low,8.201172769822275,70.55987444412729,42.33747078090785,3.9398663420748354,0,1,0,0
176,20,Female,Medium,40.745064726740075,70.12031296496559,63.508653677030296,3.956802201858401,1,0,0,0
177,24,Female,Low,32.161780651022696,94.2293444114807,88.14410706707946,3.060035835172388,0,0,0,0
178,24,Male,Medium,20.02011960022278,94.77814240659194,60.47466698546324,1.7308443759465828,0,0,1,0
179,18,Female,Low,34.03238448126709,95.45876320267928,66.651004412702,3.395667514391797,0,0,0,0
180,21,Female,Low,13.73534398289881,65.69390382575136,80.53520641404633,1.3210874026331143,0,0,0,1
181,22,Male,Low,17.914418216216315,84.5527906369631,70.53364420419281,3.342097912514886,0,0,0,0
182,21,Male,High,45.956806313467524,63.58165906371848,91.68674116127946,3.7305883724340894,0,0,1,0
183,23,Female,High,15.234720777899598,59.53049165372249,91.9621405027454,2.1485001843053055,0,1,1,1
184,22,Female,High,24.029425139738894,59.23162286736846,40.59464172946922,2.8919058849492414,1,0,0,0
185,24,Female,Medium,44.61691573240472,67.1053810431797,86.68277838899195,2.290428196290479,0,1,0,1
186,24,Female,Low,35.67834616310885,71.49788098899108,67.64401601450044,2.3132951649643854,1,1,0,1
187,22,Female,Medium,4.047958082070435,91.54745855275343,99.33043247821979,1.9311126673243602,0,0,0,0
188,24,Male,Medium,8.217849169669547,55.994554673635605,68.99392455252611,3.2863888613509737,0,0,0,0
189,20,Male,High,1.384237947823924,86.74629236974471,99.21375672329785,3.8085296924995156,0,0,1,0
190,22,Male,Low,31.915167721229007,76.57274570946527,85.27416167234419,3.8222525777033836,0,0,1,0
191,21,Female,Medium,22.9359978451105,64.39726713379963,54.91629307679838,1.5243438546248016,0,1,1,1
192,22,Male,Low,7.579467694211501,74.64097922664124,72.30369875721746,3.624230948969698,1,0,0,0
193,24,Female,Medium,47.93877193178175,64.99710348885114,99.52813836871496,3.212294324281366,1,0,1,0
194,20,Female,Medium,26.953326473335373,79.8040977619153,91.45183646511542,1.7585122020708677,1,0,1,1
195,20,Female,Medium,12.85277141153157,71.69219614276221,45.842013627473264,1.2018538387645437,0,0,0,1
196,23,Male,Medium,25.52957498658067,58.22027645394394,82.38231980859976,1.803991800653134,1,0,0,0
197,21,Female,Medium,34.30139630402028,55.829153727784835,60.73477515224879,3.736624710344577,0,1,0,0
198,19,Male,Medium,4.73572168070466,77.33478410360651,40.41893571282089,2.899536024687317,0,0,0,0
199,19,Female,Medium,14.460486937346708,95.12065166430517,64.20885814161997,3.1631639826936153,1,1,0,0
200,22,Male,High,40.541309053315686,67.19788432788428,54.085265303498275,1.7714570533272875,1,0,1,1
201,23,Male,High,23.5235786497304,86.65000536113115,89.1321562312283,3.158164466724461,0,0,0,0
202,18,Female,Medium,27.78227995958245,82.93306774698834,60.23983653074593,1.0843645188337714,0,0,1,1
203,22,Male,Medium,22.207984108263993,96.57774571547405,89.65142163722902,2.1259640373190414,0,0,0,0
204,23,Male,Medium,3.151097189507251,91.04905086495705,40.03587633008772,2.8802600456269936,1,0,1,0
205,21,Female,Medium,9.121739211187641,78.33026294527315,58.469149001567146,1.4382896966239607,0,1,0,1
206,21,Female,Low,22.831540298352653,82.85152491170537,54.46991285846572,3.469010723340804,1,1,1,0
207,21,Female,High,11.250087804988462,94.91932332920175,54.01404166411666,1.705093896435756,0,0,0,0
208,21,Female,Low,3.448972404324258,69.97593922934674,44.09119718592776,2.9568433384553385,0,0,0,1
209,21,Female,High,42.33883353853936,66.33973529288886,51.2274562246301,2.215591427725989,0,0,1,1
210,23,Male,Medium,49.07843392904167,50.540554181759816,73.33297419313719,2.7881307864329417,0,1,0,1
211,23,Male,Medium,39.864000825840236,91.32755370957321,57.48166437026467,1.3223516578867245,0,0,1,1
212,20,Male,Medium,42.835461163528684,90.04903502016825,65.04368693974888,1.050738399764822,1,1,1,1
213,19,Female,High,12.856879385535223,55.22272590500757,62.61201282083131,3.7286932821409033,1,0,0,0
214,24,Female,Medium,48.070721800146785,78.84286905663501,92.55429549999369,1.8088900263015484,1,0,0,0
215,21,Male,Medium,10.649359518217992,73.19908490834436,94.31793994063094,3.4590310083413773,1,1,1,0
216,18,Male,Low,47.620060707729785,55.935454775455575,69.5774182993516,3.9980509014166006,1,0,0,0
217,24,Female,Medium,49.7461454043316,99.02841135303618,59.80935701893627,1.6342937739967334,0,0,1,1
218,23,Male,Low,35.874417481556385,60.73479437316777,46.40804224014182,1.795512223550067,1,0,1,0
219,18,Female,Medium,49.07604285779927,53.36170900452806,97.20417276292571,2.988579362903997,0,0,0,1
220,18,Female,Medium,28.90744919878808,79.74236897509547,43.61361669401785,3.8963459038018637,0,0,0,0
221,18,Female,Medium,13.717547375628426,86.94333385665163,57.85901665409683,3.7474430445722318,0,0,1,0
222,20,Male,Low,22.412798397615422,51.622172302359346,57.88397207020025,2.508626560196755,0,1,0,1
223,23,Female,Low,30.08448583356051,82.93588193635111,59.22407716841289,3.3853308475801738,0,0,0,0
224,18,Female,Medium,4.580996539323735,76.61459379757272,49.85721059634456,1.4072375592997033,1,1,0,1
225,21,Female,Low,31.494819966245057,55.16325044375242,86.98968585542184,3.932314552612037,0,0,1,0
226,22,Female,Low,49.07771400135243,58.626193847318106,47.34987171795935,3.8930597021079594,0,0,0,0
227,18,Female,Low,10.315274839402655,78.39871486580402,78.09439954918977,1.491186873637513,0,0,0,1
228,20,Female,High,39.83716069813078,64.81788067566441,47.43076160234905,1.89826937440932,0,0,1,1
229,24,Male,Medium,45.487040895201346,96.9157864325658,44.2321382555774,1.300464992520301,0,0,0,1
230,23,Female,Medium,47.24137804819082,90.93701147420254,94.56577022115259,1.815152796694539,0,1,0,1
231,20,Female,Low,48.04664461586691,99.17836032568314,51.40772597912234,3.44786736824562,0,0,1,0
232,18,Male,Medium,26.551522297352125,62.9835419475207,89.27500927358226,2.1349468214957783,0,0,1,1
233,23,Female,Medium,48.88808749158368,98.48618163989886,72.67785226642815,1.2651909014402751,1,0,1,0
234,22,Female,Medium,38.1082001495875,71.56169348957789,44.67139117652618,2.0266765743367134,1,1,0,0
235,18,Female,Low,8.921900375611134,67.37593976568773,97.32689148628404,3.9441500027238403,0,1,1,0
236,20,Male,Low,24.36810521693053,52.51747634846766,54.81767001951355,2.889050785777609,0,0,0,0
237,19,Male,Low,36.1982275932282,52.63826289298013,91.57872072115639,2.2484828392184735,0,0,0,1
238,21,Other,Medium,13.119675475135084,84.60056279733274,50.12860034707385,1.49961554049181,1,0,0,0
239,24,Female,Medium,32.39014399389548,72.8964497217014,91.23657292851118,3.9585303918510846,0,0,0,0
240,20,Male,Low,33.66342347328434,61.32608130180529,40.79372877431764,3.462547027789386,0,0,1,0
241,23,Female,Low,8.972287446619728,80.69851531626163,70.70682739416884,1.8444319073527582,1,0,0,0
242,18,Female,Low,28.68918031018506,62.642905912505555,86.1665547652934,1.2102060871635683,0,0,1,1
243,21,Female,High,38.809718637951775,78.88158771722112,96.087731049567,1.169876672132674,0,0,1,1
244,18,Female,Low,25.445887562261156,67.96043734913451,94.55212817238922,1.3611344485166015,0,0,1,1
245,23,Male,Medium,1.5930527220292638,91.17761133059095,89.17749217285869,2.742305750843265,1,1,0,0
246,18,Male,Medium,1.4428849848853167,91.03480803833897,93.29148097967825,3.7862902636164772,1,1,1,0
247,19,Male,Medium,18.494437854530595,73.86751990612007,51.953181150224594,2.4902302840179535,1,0,0,0
248,21,Female,Low,46.383509353157315,67.54095546675077,57.051057742703726,3.5288364473685916,0,0,0,0
249,21,Male,Low,12.20516220057683,68.12798982795474,57.33811149526351,2.3376598595794236,0,0,1,1
250,23,Male,Medium,32.08382075471267,90.2857262834109,62.62323586010193,3.125750637303476,1,0,0,0
251,24,Male,Medium,11.881717663972708,66.4089741398806,63.59924022311132,3.1956182118595025,1,1,0,0
252,19,Female,Medium,16.761829493317883,60.4529686853423,72.67331947928054,1.521891117710016,0,0,1,1
253,20,Female,Medium,42.554062390472716,54.234417093765344,49.59278580198648,2.0836481769274355,1,1,0,1
254,18,Male,Low,36.7142106712274,73.33465604422042,81.47479982715936,2.9119064696140717,0,1,1,0
255,22,Male,High,5.674564588347321,74.10660494599209,50.05399235827039,1.2120898245530984,0,0,0,1
256,18,Female,Medium,22.00639902833525,92.04543552014536,58.61850892627285,2.08462056328887,1,0,0,0
257,18,Male,Low,2.429318418617959,61.0619348223032,70.20070783636925,2.6043983988435775,0,0,0,0
258,20,Male,High,24.56361718354744,69.04956368341999,87.78643369140863,3.988673479133916,1,0,0,0
259,18,Male,Medium,33.45926657335234,90.42028694468455,84.36815399432363,2.423600687867322,0,0,0,0
260,19,Male,Medium,6.806628556309426,91.18118053744868,78.73206138463134,3.4481702713429705,0,0,1,0
261,19,Male,Medium,15.155362006549117,69.23055379893842,49.34639563481021,2.296201855199853,1,1,1,1
262,21,Female,High,20.49399464960569,72.95620116433405,72.82272073693466,3.389172167859127,1,0,1,0
263,23,Male,Medium,46.05702020814644,65.16429454246415,45.24679010799313,2.786244404860325,0,0,0,0
264,24,Female,Low,49.66949575572524,96.6277439209656,62.641790607799045,3.659786324507195,0,0,1,0
265,22,Male,Medium,3.200653650785177,55.932188287079015,64.81099181739755,2.2328276570503296,1,0,1,0
266,18,Female,High,38.28938825127421,96.68747115007349,42.38868636674523,2.8129132594644366,0,0,1,0
267,18,Female,Low,19.214479253714817,84.19332259176716,56.439285968198305,2.8900560418564822,1,1,0,0
268,20,Male,Medium,20.23045112524452,76.57860763433656,97.33896803598935,2.25214882540142,1,0,1,0
269,23,Female,Medium,37.95898369400411,51.632953039224795,97.21795646978137,1.4329361310624447,0,0,1,1
270,19,Male,Medium,46.002895175125026,73.77980959110042,61.13962325515236,1.2806782207370067,0,0,0,1
271,22,Other,Medium,47.595501130624875,70.38740525013661,42.58600653689945,1.0500146517988993,0,0,1,1
